WDJ_Name,DR3_source_id,parallax,parallax_error,ra,ra_error,dec,dec_error,absG,bp_rp,SpT,comp,gaia_teff,gaia_teff_err,gaia_logg,gaia_logg_err,gaia_mass,gaia_mass_err,corrected_teff,corrected_mass,corrected_age,bibcode,comment
WDJ205050.50-612235.61,6454251250683840896,29.141595455010595,0.05156574,312.7104740905372,0.0351666,-61.376940558,0.039789416,14.09770363,0.5315094,DA,H,6962,74,8.433,.025,.871,.017,6962,0.871,3.82,2023MNRAS.518.3055O,
WDJ205059.90-245203.79,6805808514433280000,37.30838144532712,0.035947282,312.75063543471464,0.030129159,-24.868564776,0.018048292,13.26767504,0.43614006,DA,H,7512,58,8.069,.020,.635,.013,7512,0.635,1.45,2012ApJS..199...29G,
WDJ205213.41-250415.13,6805792571514600960,55.61070406267471,0.042975903,313.05629209179705,0.036594573,-25.071549085,0.022114227,14.75654597,1.1290445,DCP,H,4908,23,7.853,.020,.493,.011,5048,0.584,5.70,2020A&A...643A.134B,
WDJ205216.84-220633.42,6808651507904773888,49.208390883803354,0.032270093,313.0701935873609,0.028890718,-22.108638622,0.013903478,13.39546482,0.32534218,DCP,He,7811,60,8.187,.019,.693,.012,7811,0.693,1.60,2006ApJ...643..402K,
WDJ205442.80-203925.93,6857295585945072128,31.972417854804814,0.034418654,313.6786580077452,0.031288948,-20.657156068,0.015009043,12.6427644,-0.26127625,DAH,H,20362,413,9.049,.018,1.222,.007,20362,1.222,0.58,2011ApJ...743..138G,
WDJ205647.78-045039.54,6913810483611035776,61.76040049605228,0.051647812,314.2025650622027,0.038013004,-4.845307595,0.019602336,15.30045352,1.3413506,DC,H,4416,27,7.879,.023,.506,.013,4606,0.652,8.97,2018MNRAS.480.3942H,
WDJ205944.90+551730.02,2188860027203347968,43.95969839109637,0.05097908,314.9391995264964,0.049715627,55.293530803,0.04507231,15.27677752,1.311121,DC,H,4519,39,7.936,.031,.539,.019,4690,0.674,8.97,2015ApJS..219...19L,
WDJ210031.31+505117.73,2169025009235266816,29.38191682032395,0.021594217,315.1300682400015,0.018625908,50.854479065,0.019423628,12.40457962,0.18918419,DA,H,9622,80,8.063,.020,.637,.012,9622,0.637,0.76,2015ApJS..219...19L,
WDJ210105.20-490624.27,6478328218869704192,74.94562437295559,0.030896338,315.2697235104514,0.022870628,-49.107748478,0.020882051,14.63577541,1.0447035,DA,H,5118,23,7.922,.017,.534,.010,5219,0.601,4.92,2018MNRAS.480.3942H,
WDJ210144.81+314839.47,1864760695541016832,31.021951538103117,0.022116201,315.43555738302473,0.012793717,31.809526968,0.01749501,12.45712958,0.1187067,DQ,He,9851,103,8.056,.024,.614,.015,9851,0.614,0.74,2015ApJS..219...19L,
WDJ210202.67+191257.67,1789361097242243584,30.517760623185413,0.050224207,315.5105304081467,0.038110744,19.214667481,0.03105291,13.65623831,0.59209824,DA,H,6666,52,8.029,.023,.608,.014,6666,0.608,1.86,2015ApJS..219...19L,
WDJ210212.07+245736.37,1841254644460354688,35.6744079808157,0.051580314,315.5517236968786,0.039639182,24.96114661,0.029202418,14.19980887,0.75572395,DA,H,6013,38,8.127,.020,.667,.013,6013,0.667,3.12,2015ApJS..219...19L,
WDJ210222.23-482749.59,6479860113444922368,26.05302372799561,0.030633235,315.59326494335255,0.0224137,-48.463469186,0.020359961,12.05403768,0.25838757,DA,H,8869,72,7.646,.019,.429,.007,8869,0.429,0.59,2015MNRAS.453.1879K ,Double degenerate candidate
WDJ210632.02-393556.68,6774018369099513216,39.59629445672317,0.03730366,316.6340691070173,0.03118814,-39.599951541,0.019316735,13.22213873,0.3924942,DA,H,7804,62,8.132,.020,.675,.013,7804,0.675,1.45,2007AJ....134..252S,
WDJ210646.77+010635.24,2690697646876721152,25.990593262581598,0.08804834,316.6953107982944,0.07745992,1.109296941,0.05709359,13.93526396,0.7276287,DA,H,6096,69,7.982,.038,.578,.022,6096,0.578,2.19,2020MNRAS.497..130T,
WDJ210745.04+074044.48,1737167215848315264,26.072175267185923,0.05487638,316.9376228461788,0.037843373,7.678466911,0.0273488,13.42106233,0.5034275,DA,H,7103,64,8.032,.026,.612,.016,7103,0.612,1.59,2015ApJS..219...19L,
WDJ210854.87-031202.98,6912866381081015552,28.532184783053495,0.0984931,317.2286124265704,0.07823861,-3.201588062,0.061997276,14.53844714,0.9669666,DC,He,5257,52,7.939,.041,.532,.024,5339,0.584,4.94,2020MNRAS.497..130T,
WDJ211050.04-212922.52,6831993452567326592,31.387970870480295,0.0760061,317.7088580739271,0.066916406,-21.492069707,0.04614621,14.1256352,0.7594757,DA,H,5984,59,8.071,.032,.631,.020,5970,0.622,2.67,2001ApJS..133..413B,
WDJ211240.64-292217.96,6788656957673130112,30.49476296128998,0.04304661,318.169718137829,0.03380676,-29.372320611,0.028368989,12.53787631,0.11712837,DZQ,He,9773,102,8.312,.020,.797,.013,9773,0.797,1.14,2023MNRAS.518.3055O,
WDJ211316.85-814912.88,6348672845649310464,61.808662503533576,0.015287907,318.32847993315755,0.01370141,-81.821932839,0.014051449,12.56115873,0.15435982,DAZH,H,9914,84,8.242,.018,.751,.011,9914,0.751,0.92,2019MNRAS.490..202S,
WDJ211328.93+072704.19,1739921801713625600,34.038319081335814,0.0489868,318.37195756952786,0.036364447,7.451685603,0.03893389,13.70393253,0.6692724,DA,H,6307,40,7.911,.021,.537,.012,6307,0.537,1.80,2015ApJS..219...19L,
WDJ211345.93+262133.27,1841683423932168832,31.555599964989078,0.23916283,318.44188156209646,0.18541282,26.357563804,0.18151104,12.11815721,0.3486576,DA,H,8201,64,7.497,.029,.375,.010,8201,0.375,0.63,2015ApJS..219...19L,Double degenerate candidate
WDJ211856.26+541241.24,2176116580055936512,57.764273032111554,0.021591842,319.7337822945517,0.018957462,54.212315287,0.019373653,11.20150056,-0.14059639,DA,H,14785,227,7.899,.020,.555,.011,14785,0.555,0.18,2018MNRAS.480.3942H,
WDJ211936.53-555014.47,6462911897617050240,39.90801402525795,0.019592665,319.9056307295825,0.015424736,-55.838199466,0.013320577,12.27874458,0.18682766,DAZ,H,9529,76,7.967,.020,.579,.012,9529,0.579,0.69,2019MNRAS.490..202S,
WDJ212042.15+581923.35,2191146977029443584,25.79750445985154,0.02941464,320.1756900399741,0.027223345,58.322537105,0.02872481,12.94398348,0.35625076,DA,H,8159,74,8.032,.024,.614,.014,8159,0.614,1.11,2015ApJS..219...19L,
WDJ212121.30-255716.33,6791196382856581376,40.776809267560395,0.046480395,320.3405431910768,0.03901447,-25.955026415,0.030786341,10.9718522,-0.2538805,DA,H,19206,374,8.069,.024,.662,.014,19206,0.662,0.09,2023MNRAS.518.3055O,
WDJ212147.85-013032.20,2685959542034846464,28.466963732042146,0.06291742,320.4487062481401,0.05602453,-1.510062653,0.04418483,13.74288974,0.6315918,DA,H,6474,47,8.018,.023,.601,.014,6474,0.601,1.98,2006ApJ...643..402K,
WDJ212205.59-383834.68,6583325635088476544,42.74947275792763,0.055243127,320.5242595713073,0.043599032,-38.643252106,0.028993418,14.49304081,1.0486422,DC,He,5060,21,7.809,.017,.481,.008,5175,0.550,5.08,2017AJ....154...32S,
WDJ212212.35+041356.77,2693095097621419648,41.29650575679993,0.054522194,320.5511061176594,0.042984843,4.230598362,0.040248,14.61742353,1.109045,DA,H,4969,39,7.800,.022,.475,.006,5105,0.559,4.73,2017AJ....154...32S,
WDJ212602.02-422453.76,6578917727331681536,39.095492827700156,0.28859046,321.50808945217244,0.22324294,-42.414653418,0.1861484,13.72050546,0.8946085,DC,He,5483,25,7.522,.028,.363,.011,5554,0.392,2.21,2023MNRAS.518.3055O,Double degenerate candidate
WDJ212625.46+551332.38,2177776331525931136,29.66018429980513,0.02485271,321.60818429995106,0.02285191,55.226506246,0.022044044,12.11938823,-0.052161217,DA,H,13073,200,8.371,.014,.840,.009,13073,0.840,0.54,2015ApJS..219...19L,
WDJ212657.66+733844.66,2274076297221555968,44.99172121775193,0.026173517,321.7411073722628,0.023299627,73.644344742,0.023951262,11.15299004,-0.15297031,DA,H,15127,281,7.891,.024,.552,.013,15127,0.552,0.16,2015ApJS..219...19L,
WDJ213343.31+830332.43,2300234782654298624,37.85468226443516,0.02341459,323.4408604164549,0.019756395,83.061530622,0.024099445,10.93711103,-0.21788406,DA,H,17488,324,7.929,.023,.579,.013,17488,0.579,0.10,2015ApJS..219...19L,
WDJ213343.70+241457.72,1797472370615364992,28.534344946925525,0.07758702,323.4317678387499,0.057729073,24.248541533,0.03752155,14.36436754,0.6536751,DA,H,6433,52,8.405,.022,.851,.015,6433,0.851,4.45,2020MNRAS.497..130T,
WDJ213424.51+365519.95,1951870157081161216,25.35548579839861,0.03936294,323.60151362874427,0.025074832,36.921687343,0.031102296,13.35135568,0.4437523,DA,H,7556,73,8.123,.026,.669,.016,7556,0.669,1.55,2015ApJS..219...19L,
WDJ213517.95+463318.21,1977417206686680704,25.620630154692385,0.075748,323.8239530533549,0.05925376,46.553247666,0.066110924,14.82871304,1.1884975,DA,H,4909,64,7.883,.055,.510,.031,5044,0.600,6.11,2020MNRAS.497..130T,
WDJ213616.39-131834.50,6842831888437047680,42.72462937260394,0.024649557,324.0694778922574,0.019375183,-13.310215996,0.017351264,11.80740052,0.14475632,DA,H,9928,78,7.737,.012,.465,.002,9928,0.465,0.47,2017ApJ...848...11B,Double degenerate candidate
WDJ213721.24-380838.22,6585792870460638336,30.891736629457768,0.055703536,324.33847295829395,0.040124387,-38.143993619,0.033321943,13.99004062,0.5250912,DC,He,6856,65,8.312,.025,.775,.017,6856,0.775,3.16,2023MNRAS.518.3055O,
WDJ213849.48-404127.74,6578616598584224640,30.836625351317657,0.029298143,324.7053576524865,0.020404281,-40.690813737,0.01967916,10.96408222,-0.2501049,DA,H,19013,377,8.051,.024,.651,.014,19013,0.651,0.09,2009A&A...505..441K,
WDJ213957.13-124549.09,6844375121726139520,27.214815353387,0.059095655,324.98911367423483,0.049986277,-12.763911562,0.0453253,13.58126496,0.38370323,DA,H,7914,130,8.392,.037,.845,.024,7914,0.845,2.46,2020MNRAS.497..130T,
WDJ214023.96-363757.44,6589369272547881856,25.094679902885137,0.046152603,325.0982250112434,0.038944956,-36.63268509,0.027493518,12.9680403,-0.08707142,DQ (warm),He,13294,225,8.842,.021,1.111,.011,13294,1.11,1.28,2021AJ....162..188B,
WDJ214157.57-330029.80,6592315723192176896,62.070431106683316,0.022531694,325.48889307069965,0.019006483,-33.008781819,0.012985098,13.41233881,0.4237051,DZAH,He,7113,55,8.194,.017,.715,.011,7113,0.715,2.33,2019A&A...630A..65B,
WDJ214241.01+205958.12,1792830060723673472,90.54537622087194,0.016760439,325.66979005004237,0.014557916,20.996591688,0.0147408,12.95900339,0.23365974,DQ,He,8495,70,8.090,.019,.632,.012,8495,0.632,1.13,2018MNRAS.480.3942H,
WDJ214254.49+080527.35,2701893698904233216,33.449721324571804,0.08623358,325.7266672210618,0.068734646,8.090064138,0.07823726,14.67483452,1.1795044,DA,H,4819,48,7.732,.039,.443,.017,4987,0.544,5.20,2015ApJS..219...19L,
WDJ214324.09-065947.99,2667464656943675392,55.09641571877749,0.026583664,325.8503130310157,0.023882892,-6.997071915,0.021493448,13.22953673,0.26084995,DA,H,8905,76,8.424,.018,.868,.012,8905,0.868,1.79,2023MNRAS.518.3055O,
WDJ214756.59-403527.79,6584418167391671808,35.79038990362896,0.49214008,326.9853019752975,0.36603162,-40.591551463,0.28800872,17.72812415,1.9252586,DZQH,He,,,,,,,,,,2022MNRAS.517.4557E,IR-faint white dwarf with collision-induced absorption in the infrared. Multiple solutions for Gaia stellar parameters
WDJ214913.61+041550.35,2696628687474414208,28.49346191916868,0.06605005,327.3067713284782,0.051517285,4.26300928,0.046435703,13.92154409,1.0241013,DA,H,5173,40,7.429,.034,.322,.013,5324,0.383,1.95,2015ApJS..219...19L,Double degenerate candidate
WDJ214954.57+281659.59,1800298527816525824,28.778038816406326,0.026581464,327.47861432394507,0.017886844,28.282882807,0.026431378,11.90095997,-0.00891304,DB,He,11808,163,8.032,.027,.603,.016,11808,0.603,0.44,2015ApJS..219...19L,
WDJ215008.33-043900.36,2669936427801840256,28.170978842640096,0.13760856,327.53585450237625,0.12190554,-4.651048175,0.103034176,15.02364469,0.9406662,DC,He,5304,85,8.303,.054,.766,.037,5357,0.813,6.85,2020MNRAS.497..130T,IR-faint white dwarf with collision-induced absorption in the infrared. Multiple solutions for Gaia stellar parameters
WDJ215140.11+591734.85,2202703050401536000,118.15513655131949,0.015516662,327.91636041932077,0.013385709,59.292929783,0.014718417,14.73536803,1.05058,DAH,H,5105,20,7.987,.015,.572,.009,5202,0.640,5.84,2019A&A...623A..46L,
WDJ215225.38+022319.58,2693940725141960192,44.32554473415862,0.042837746,328.1058138452951,0.036346592,2.387435456,0.03472178,11.01002041,-0.21663284,DAZ,H,17508,338,7.981,.024,.608,.014,17508,0.608,0.11,2015ApJS..219...19L,
WDJ215406.45-011709.55,2679976510857026048,39.183229490258725,0.14069952,328.52692140279817,0.1245553,-1.287140657,0.13644168,12.46040614,0.528389,DA,H,,,,,,,,,,2011ApJ...743..138G,Gaia photometry contaminated by nearby MS star
WDJ215500.60-275038.15,6617996741403360128,42.54106742188578,0.0554137,328.7534119439353,0.040139027,-27.843202987,0.030463941,14.42301491,0.9061947,DC,He,5402,28,7.944,.020,.536,.012,5462,0.573,4.33,2006ApJ...643..402K,
WDJ215738.36-510031.52,6558209044297239424,67.3023587798894,0.019673504,329.40949351204483,0.01276908,-51.010522347,0.012060194,13.65637143,0.5812311,DQP,He,6549,41,7.969,.018,.555,.011,6549,0.555,1.85,2018MNRAS.480.3942H,
WDJ215759.55+270519.13,1892992267183979776,27.050299199005078,0.1139696,329.4998751667885,0.08034966,27.090221474,0.102297366,14.98725937,1.3096008,DC,H,4538,74,7.735,.060,.443,.027,4741,0.576,7.10,2020MNRAS.497..130T,
WDJ215839.14-023916.44,2676567307551465088,35.67030213187298,0.10397367,329.66265410837985,0.090918265,-2.654689363,0.080687426,14.85570694,1.1559105,DC,H,4871,48,7.893,.042,.516,.024,5010,0.611,6.54,2020MNRAS.497..130T,
WDJ215847.13-024024.42,2676566272464334720,35.73985670231318,0.11412252,329.6959589702344,0.08946858,-2.673567057,0.07820281,14.91568503,1.2168541,DC,H,4734,54,7.829,.039,.479,.016,4901,0.590,6.74,2020MNRAS.497..130T,
WDJ220045.37-571123.28,6412251624488840448,34.04527197548114,0.032367814,330.18731506526683,0.022038333,-57.190063045,0.022811769,13.50372504,0.50228786,DAZ,H,7114,55,8.097,.021,.651,.013,7114,0.651,1.74,2019MNRAS.490..202S,
WDJ220052.62+582202.29,2199371701965748992,26.290988765893182,0.061433658,330.21931034417605,0.05430721,58.367195337,0.055189416,14.4194976,0.9168949,DA,H,5512,47,8.005,.032,.588,.019,5553,0.615,3.44,2020MNRAS.497..130T,
WDJ220253.65+023741.53,2683452758602312192,33.36473668359621,0.110158555,330.72427923881315,0.07695102,2.627332246,0.08099958,14.46794151,0.8218975,DA,H,5776,59,8.200,.034,.712,.022,5783,0.717,4.34,2020MNRAS.497..130T,
WDJ220420.86-751326.06,6358158435541361792,52.55356615073231,0.020893855,331.0777160495511,0.016097704,-75.223577169,0.018223586,13.59154796,0.26006794,DA,H,8875,81,8.628,.017,.999,.010,8875,0.999,2.75,2018MNRAS.480.3942H,
WDJ220437.98-312713.76,6613289285448236288,40.68647932612694,0.071405604,331.1599442158698,0.05575478,-31.455714054,0.05783495,14.94766556,1.1811218,DA,H,4810,33,7.918,.028,.530,.016,4953,0.632,7.26,2023MNRAS.518.3055O,
WDJ220552.11-665934.73,6397887600292497408,31.817014162930548,0.04961701,331.46692325727855,0.03433509,-66.992643189,0.042244773,14.40147511,0.99739456,DAH,H,5264,40,7.839,.030,.489,.016,5352,0.540,3.01,2023MNRAS.518.3055O,
WDJ220655.28-600135.32,6409446323650635264,26.818585573027924,0.07563839,331.7283303179938,0.04394952,-60.026922798,0.052068397,14.68426535,1.0884228,DA,H,5043,44,7.896,.037,.518,.021,5158,0.593,5.15,2023MNRAS.518.3055O,
WDJ220751.81+342845.79,1900382604528495744,25.1555820773693,0.027155131,331.9660859133797,0.015312389,34.479245627,0.017766165,12.15798685,0.13365364,DA,H,10295,94,8.032,.020,.620,.012,10295,0.620,0.61,2020MNRAS.497..130T,
WDJ220947.10+142947.13,2735175263041913088,36.81069130204574,0.032477777,332.4474306675097,0.02796521,14.497536196,0.027123839,13.34279087,0.4208393,DA,H,7630,74,8.159,.024,.692,.015,7630,0.692,1.60,2015ApJS..219...19L,
WDJ221153.92+564946.77,2198431172852758656,26.433202563749642,0.021410532,332.9765582239247,0.017730389,56.830231369,0.017913627,11.23691192,-0.18783855,DA,H,16833,308,8.073,.022,.659,.013,16833,0.659,0.16,2015ApJS..219...19L,
WDJ221217.96-142945.98,2600033326799287296,26.32629723583775,0.026805585,333.07597858189456,0.021581687,-14.495701887,0.020670535,12.0983959,0.40153027,DA,H,7742,60,7.348,.022,.322,.007,7742,0.322,0.64,2009A&A...505..441K,Double degenerate from 2020A&A...638A.131N (ESO SPY)
WDJ221408.94+372713.33,1955134710179436672,34.25887086709693,0.059221834,333.5354553608698,0.02987927,37.451820885,0.039105404,14.49674523,0.61587334,DCP,He,6424,61,8.467,.024,.878,.016,6424,0.878,4.37,2015ApJS..219...19L,
WDJ221434.75-385907.27,6573778541262656256,55.07638243122623,0.045776866,333.6505901090524,0.028664872,-38.98698989,0.026612788,14.48804703,0.7336292,DA,H,6063,37,8.353,.017,.816,.011,6063,0.816,4.79,2018MNRAS.480.3942H,
WDJ221747.62+370750.92,1907041590544054656,49.22495919851993,0.06031002,334.4509702052192,0.023822285,37.131214644,0.034550093,15.26244282,1.3313503,DC,H,4444,29,7.873,.024,.502,.014,4634,0.645,8.77,2017AJ....154...32S,
WDJ221800.59+560214.92,2006217676803960960,25.405615248301334,0.09391802,334.50334166619103,0.07777339,56.038507792,0.08288647,15.05849258,1.3550816,DC,H,4413,63,7.691,.051,.423,.022,4637,0.569,7.35,2020MNRAS.497..130T,
WDJ221851.14+483929.00,1999615350008375552,25.26221981661823,0.031210748,334.7140696139945,0.024152676,48.657859716,0.024791434,13.00296055,0.49506664,DA,H,7206,54,7.762,.015,.467,.003,7206,0.467,1.09,2015ApJS..219...19L,Double degenerate candidate
WDJ221948.31-652917.49,6404417771644764160,39.16966647297012,0.018744502,334.95343920227526,0.012818041,-65.491059391,0.013542359,12.46371937,0.10649586,DZ,He,9821,92,8.280,.017,.777,.011,9821,0.777,1.07,2019MNRAS.490..202S,
WDJ222233.82+122142.65,2730707260103011712,25.996176268460907,0.21852942,335.6441298826141,0.24564467,12.362690818,0.27288637,15.44084937,1.5047302,DC,H,4196,123,7.808,.095,.466,.045,4415,0.633,9.28,2006AJ....131..582K,
WDJ222547.07+635727.37,2205493129867600256,26.32583675563172,0.06785298,336.4571586662378,0.06583368,63.963577944,0.057416953,14.58019392,1.0591259,DC,He,5071,46,7.826,.021,.468,.001,5187,0.536,4.82,2020MNRAS.497..130T,
WDJ222802.06+120733.38,2730508416002618752,29.48847601584292,0.05240672,337.0084201763495,0.043502647,12.125732101,0.04615921,13.54972164,0.4138975,DZ,He,7189,96,8.294,.030,.780,.020,7189,0.780,2.80,2015ApJS..219...19L,
WDJ222933.96+232742.24,1875613386395668864,27.370349864309038,0.121011555,337.392590451659,0.07569562,23.460735428,0.088713594,14.99253474,1.0916176,DA,H,5064,71,8.126,.054,.659,.035,5153,0.732,7.69,2006ApJ...643..402K,
WDJ223033.53-751524.30,6357629089412187648,66.50946818877851,0.037933405,337.64687646646456,0.03190892,-75.264875292,0.03449195,15.55747538,1.5276613,DC,H,3911,40,7.727,.026,.437,.012,4147,0.621,9.81,2018MNRAS.480.3942H,
WDJ223039.98-751355.24,6357630601240673792,66.47070776146106,0.033906218,337.67375451280134,0.02851331,-75.240124533,0.0313551,15.29847952,1.4253864,DC,H,4194,25,7.729,.019,.438,.008,4426,0.605,8.83,2018MNRAS.480.3942H,
